mom,id,origin,phenotype,value
urb26,633,cultivar,BGB,1.0289
urb26,661,cultivar,LB,0.5487
urb26,661,cultivar,SB,0.6144
urb26,661,cultivar,AGB,1.1631
urb26,661,cultivar,BGB,0.5048
urb09,1,cultivar,LB,1.2077
urb09,1,cultivar,SB,1.614
urb09,1,cultivar,AGB,2.8217
urb09,1,cultivar,BGB,1.1891
urb09,11,cultivar,LB,1.2115
urb09,11,cultivar,SB,0.9509
urb09,11,cultivar,AGB,2.1624
urb09,11,cultivar,BGB,0.6543
urb09,13,cultivar,LB,1.1833
urb09,13,cultivar,SB,1.3412
urb09,13,cultivar,AGB,2.5245
urb09,13,cultivar,BGB,1.0275
urb09,21,cultivar,LB,1.933
urb09,21,cultivar,SB,2.1781
urb09,21,cultivar,AGB,4.1111
urb09,21,cultivar,BGB,2.1938
urb09,107,cultivar,LB,0.6068
urb09,107,cultivar,SB,0.4963
urb09,107,cultivar,AGB,1.1031
urb09,107,cultivar,BGB,0.4061
urb09,112,cultivar,LB,1.5537
urb09,112,cultivar,SB,1.5511
urb09,112,cultivar,AGB,3.1048
urb09,112,cultivar,BGB,1.1799
urb09,123,cultivar,LB,1.0828
urb09,123,cultivar,SB,0.6933
urb09,123,cultivar,AGB,1.7761
urb09,123,cultivar,BGB,0.747
urb09,130,cultivar,LB,1.13
urb09,130,cultivar,SB,1.2611
urb09,130,cultivar,AGB,2.3911
urb09,130,cultivar,BGB,1.0511
urb09,136,cultivar,LB,0.9719
urb09,136,cultivar,SB,0.9695
urb09,136,cultivar,AGB,1.9414
urb09,136,cultivar,BGB,0.9727
urb09,161,cultivar,LB,0.5688
urb09,161,cultivar,SB,0.5173
urb09,161,cultivar,AGB,1.0861
urb09,161,cultivar,BGB,0.4984
urb09,166,cultivar,LB,0.1716
urb09,166,cultivar,SB,0.3536
urb09,166,cultivar,AGB,0.5252
urb09,166,cultivar,BGB,0.1494
urb09,168,cultivar,LB,0.3863
urb09,168,cultivar,SB,0.3787
urb09,168,cultivar,AGB,0.765
urb09,168,cultivar,BGB,0.4282
urb09,235,cultivar,LB,1.701
urb09,235,cultivar,SB,1.11
urb09,235,cultivar,AGB,2.811
urb09,235,cultivar,BGB,1.5822
urb09,281,cultivar,LB,1.6478
urb09,281,cultivar,SB,1.8029
urb09,281,cultivar,AGB,3.4507
urb09,281,cultivar,BGB,1.4537
urb09,306,cultivar,LB,0.5076
urb09,306,cultivar,SB,0.5528
urb09,306,cultivar,AGB,1.0604
urb09,306,cultivar,BGB,0.3985
urb09,323,cultivar,LB,1.0378
urb09,323,cultivar,SB,0.8415
urb09,323,cultivar,AGB,1.8793
urb09,323,cultivar,BGB,0.8913
urb09,368,cultivar,LB,3.2167
urb09,368,cultivar,SB,2.5949
urb09,368,cultivar,AGB,5.8116
urb09,368,cultivar,BGB,2.6936
urb09,381,cultivar,LB,1.4103
urb09,381,cultivar,SB,1.2286
urb09,381,cultivar,AGB,2.6389
urb09,381,cultivar,BGB,1.3834
urb09,384,cultivar,LB,0.1731
urb09,384,cultivar,SB,0.1716
urb09,384,cultivar,AGB,0.3447
urb09,384,cultivar,BGB,0.0586
urb09,407,cultivar,LB,3.517
urb09,407,cultivar,SB,2.947
urb09,407,cultivar,AGB,6.464
urb09,407,cultivar,BGB,2.6426
urb09,493,cultivar,LB,1.5211
urb09,493,cultivar,SB,1.2948
urb09,493,cultivar,AGB,2.8159
urb09,493,cultivar,BGB,1.3685
urb09,508,cultivar,LB,0.7411
urb09,508,cultivar,SB,0.6019
urb09,508,cultivar,AGB,1.343
urb09,508,cultivar,BGB,0.7132
urb09,540,cultivar,LB,1.4398
urb09,540,cultivar,SB,1.3227
urb09,540,cultivar,AGB,2.7625
urb09,540,cultivar,BGB,1.571
urb09,554,cultivar,LB,0.5693
urb09,554,cultivar,SB,1.7995
urb09,554,cultivar,AGB,2.3688
urb09,554,cultivar,BGB,1.6056
urb09,579,cultivar,LB,1.0455
urb09,579,cultivar,SB,0.9053
urb09,579,cultivar,AGB,1.9508
urb09,579,cultivar,BGB,1.0096
urb09,623,cultivar,LB,2.1808
urb09,623,cultivar,SB,1.9234
urb09,623,cultivar,AGB,4.1042
urb09,623,cultivar,BGB,1.5548
nat23,2,native,LB,0.6365
nat23,2,native,SB,0.5933
nat23,2,native,AGB,1.2298
nat23,2,native,BGB,0.3392
nat27,4,native,LB,0.3313
nat27,4,native,SB,0.236
nat27,4,native,AGB,0.5673
nat27,4,native,BGB,0.3117
nat29,5,native,LB,0.195
nat29,5,native,SB,0.3337
nat29,5,native,AGB,0.5287
nat29,5,native,BGB,0.3106
nat22,6,native,SB,0
nat22,6,native,AGB,0
nat24,8,native,SB,0
nat24,8,native,AGB,0
nat26,16,native,LB,0.035
nat26,16,native,SB,0.716
nat26,16,native,AGB,0.751
nat26,16,native,BGB,0.0487
nat19,22,native,LB,0.1566
nat19,22,native,SB,0.3427
nat19,22,native,AGB,0.4993
nat19,22,native,BGB,0.2097
nat27,23,native,SB,0
nat27,23,native,AGB,0
nat22,25,native,LB,0.3058
nat22,25,native,SB,0.3492
nat22,25,native,AGB,0.655
nat22,25,native,BGB,0.3959
nat19,33,native,LB,0.1108
nat19,33,native,SB,0.1179
nat19,33,native,AGB,0.2287
nat19,33,native,BGB,0.0857
nat19,40,native,SB,0
nat19,40,native,AGB,0
nat19,46,native,LB,0.5166
nat19,46,native,SB,0.3616
nat19,46,native,AGB,0.8782
nat19,46,native,BGB,0.3956
nat26,47,native,LB,0.5809
nat26,47,native,SB,0.3847
nat26,47,native,AGB,0.9656
nat26,47,native,BGB,0.2841
nat27,57,native,LB,0.1676
nat27,57,native,SB,0.1429
nat27,57,native,AGB,0.3105
nat27,57,native,BGB,0.0967
nat19,65,native,SB,0
nat19,65,native,AGB,0
nat21,68,native,LB,0.3709
nat21,68,native,SB,0.3431
nat21,68,native,AGB,0.714
nat21,68,native,BGB,0.4063
nat19,74,native,SB,0
nat19,74,native,AGB,0
nat19,76,native,LB,0.4661
nat19,76,native,SB,0.3651
nat19,76,native,AGB,0.8312
nat19,76,native,BGB,0.254
nat24,90,native,LB,0.472
nat24,90,native,SB,0.5786
nat24,90,native,AGB,1.0506
nat24,90,native,BGB,0.4244
nat19,94,native,SB,0
nat19,94,native,AGB,0
nat29,99,native,LB,0.1991
nat29,99,native,SB,0.1533
nat29,99,native,AGB,0.3524
nat29,99,native,BGB,0.176
nat19,100,native,LB,0.0105
nat19,100,native,SB,0.0262
nat19,100,native,AGB,0.0367
nat19,100,native,BGB,0.0055
nat22,101,native,LB,0.2525
nat22,101,native,SB,0.1745
nat22,101,native,AGB,0.427
nat22,101,native,BGB,0.2097
nat22,119,native,LB,0.2426
nat22,119,native,SB,0.279
nat22,119,native,AGB,0.5216
nat22,119,native,BGB,0.2492
nat29,122,native,LB,0.9231
nat29,122,native,SB,0.6589
nat29,122,native,AGB,1.582
nat29,122,native,BGB,0.9204
nat29,137,native,LB,0.2915
nat29,137,native,SB,0.2664
nat29,137,native,AGB,0.5579
nat29,137,native,BGB,0.2493
nat29,139,native,LB,0.2949
nat29,139,native,SB,0.3027
nat29,139,native,AGB,0.5976
nat29,139,native,BGB,0.2064
nat27,141,native,SB,0
nat27,141,native,AGB,0
nat22,142,native,LB,0.5291
nat22,142,native,SB,0.3725
nat22,142,native,AGB,0.9016
nat22,142,native,BGB,0.5546
nat24,147,native,LB,0.2995
nat24,147,native,SB,0.2611
nat24,147,native,AGB,0.5606
nat24,147,native,BGB,0.2354
nat26,151,native,LB,0.5214
nat26,151,native,SB,0.5958
nat26,151,native,AGB,1.1172
nat26,151,native,BGB,0.5508
nat27,152,native,LB,0.2502
nat27,152,native,SB,0.2039
nat27,152,native,AGB,0.4541
nat27,152,native,BGB,0.2231
nat29,153,native,LB,1.1523
nat29,153,native,SB,0.7573
nat29,153,native,AGB,1.9096
nat29,153,native,BGB,1.0778
nat22,176,native,SB,0
nat22,176,native,AGB,0
nat27,181,native,LB,0.7013
nat27,181,native,SB,0.487
nat27,181,native,AGB,1.1883
nat27,181,native,BGB,0.689
nat26,182,native,LB,0.9307
nat26,182,native,SB,0.6941
nat26,182,native,AGB,1.6248
nat26,182,native,BGB,0.911
nat19,183,native,LB,0.1412
nat19,183,native,SB,0.1696
nat19,183,native,AGB,0.3108
nat19,183,native,BGB,0.6146
nat19,185,native,LB,0.4774
nat19,185,native,SB,0.3959
nat19,185,native,AGB,0.8733
nat19,185,native,BGB,0.5521
nat27,186,native,SB,0
nat27,186,native,AGB,0
nat25,187,native,LB,0.2099
nat25,187,native,SB,0.1803
nat25,187,native,AGB,0.3902
nat25,187,native,BGB,0.2638
nat29,188,native,LB,0.2134
nat29,188,native,SB,0.2197
nat29,188,native,AGB,0.4331
nat29,188,native,BGB,0.2484
nat19,190,native,LB,0.4302
nat19,190,native,SB,0.3558
nat19,190,native,AGB,0.786
nat19,190,native,BGB,0.2271
nat22,191,native,LB,0.02
nat22,191,native,SB,0.043
nat22,191,native,AGB,0.063
nat22,191,native,BGB,0.0321
nat29,194,native,LB,0.5903
nat29,194,native,SB,0.3899
nat29,194,native,AGB,0.9802
nat29,194,native,BGB,0.6215
nat22,199,native,LB,0.2563
nat22,199,native,SB,0.2375
nat22,199,native,AGB,0.4938
nat22,199,native,BGB,0.4014
nat19,202,native,SB,0
nat19,202,native,AGB,0
nat27,206,native,LB,0.0317
nat27,206,native,SB,0.0701
nat27,206,native,AGB,0.1018
nat27,206,native,BGB,0.0284
nat23,216,native,LB,0.2862
nat23,216,native,SB,0.2138
nat23,216,native,AGB,0.5
nat23,216,native,BGB,0.1475
nat19,223,native,LB,0.1778
nat19,223,native,SB,0.3746
nat19,223,native,AGB,0.5524
nat19,223,native,BGB,0.2584
nat19,224,native,SB,0
nat19,224,native,AGB,0
nat19,241,native,SB,0
nat19,241,native,AGB,0
nat23,244,native,LB,0.2609
nat23,244,native,SB,0.2769
nat23,244,native,AGB,0.5378
nat23,244,native,BGB,0.1994
nat22,254,native,LB,0.4582
nat22,254,native,SB,0.6156
nat22,254,native,AGB,1.0738
nat22,254,native,BGB,0.6203
nat23,259,native,LB,0.4185
nat23,259,native,SB,0.4203
nat23,259,native,AGB,0.8388
nat23,259,native,BGB,0.3514
nat27,260,native,LB,0.3711
nat27,260,native,SB,0.2397
nat27,260,native,AGB,0.6108
nat27,260,native,BGB,0.2722
nat27,263,native,SB,0
nat27,263,native,AGB,0
nat26,269,native,LB,0.105
nat26,269,native,SB,0.1663
nat26,269,native,AGB,0.2713
nat26,269,native,BGB,0.0255
nat19,270,native,LB,0.3316
nat19,270,native,SB,0.339
nat19,270,native,AGB,0.6706
nat19,270,native,BGB,0.2418
nat19,275,native,LB,0.5398
nat19,275,native,SB,0.6411
nat19,275,native,AGB,1.1809
nat19,275,native,BGB,0.5879
nat19,296,native,SB,0
nat19,296,native,AGB,0
nat25,299,native,LB,0.1578
nat25,299,native,SB,0.1494
nat25,299,native,AGB,0.3072
nat25,299,native,BGB,0.0791
nat20,301,native,LB,0.1717
nat20,301,native,SB,0.2138
nat20,301,native,AGB,0.3855
nat20,301,native,BGB,0.133
nat23,309,native,LB,0.1255
nat23,309,native,SB,0.1155
nat23,309,native,AGB,0.241
nat23,309,native,BGB,0.0911
nat26,310,native,LB,0.2402
nat26,310,native,SB,0.2389
nat26,310,native,AGB,0.4791
nat26,310,native,BGB,0.1967
nat21,332,native,LB,0.3187
nat21,332,native,SB,0.3302
nat21,332,native,AGB,0.6489
nat21,332,native,BGB,0.3093
nat21,333,native,LB,0.1072
nat21,333,native,SB,0.188
nat21,333,native,AGB,0.2952
nat21,333,native,BGB,0.0773
nat23,334,native,SB,0
nat23,334,native,AGB,0
nat26,338,native,LB,0.2214
nat26,338,native,SB,0.1731
nat26,338,native,AGB,0.3945
nat26,338,native,BGB,0.2444
nat27,341,native,SB,0
nat27,341,native,AGB,0
nat26,345,native,LB,0.3065
nat26,345,native,SB,0.2635
nat26,345,native,AGB,0.57
nat26,345,native,BGB,0.2048
nat27,347,native,LB,0.3239
nat27,347,native,SB,0.2409
nat27,347,native,AGB,0.5648
nat27,347,native,BGB,0.2696
nat22,353,native,LB,0.3933
nat22,353,native,SB,0.4484
nat22,353,native,AGB,0.8417
nat22,353,native,BGB,0.291
nat19,355,native,LB,1.0973
nat19,355,native,SB,0.7718
nat19,355,native,AGB,1.8691
nat19,355,native,BGB,0.7694
nat21,358,native,LB,0.791
nat21,358,native,SB,0.546
nat21,358,native,AGB,1.337
nat21,358,native,BGB,0.6329
nat19,364,native,LB,0.5628
nat19,364,native,SB,0.7746
nat19,364,native,AGB,1.3374
nat19,364,native,BGB,0.8776
nat26,373,native,LB,0.6405
nat26,373,native,SB,0.6021
nat26,373,native,AGB,1.2426
nat26,373,native,BGB,0.5184
nat19,375,native,LB,0.5883
nat19,375,native,SB,0.4514
nat19,375,native,AGB,1.0397
nat19,375,native,BGB,0.5069
nat26,376,native,SB,0
nat26,376,native,AGB,0
nat23,380,native,LB,0.4664
nat23,380,native,SB,0.3229
nat23,380,native,AGB,0.7893
nat23,380,native,BGB,0.5263
nat19,397,native,LB,0.2509
nat19,397,native,SB,0.2689
nat19,397,native,AGB,0.5198
nat19,397,native,BGB,0.2017
nat19,398,native,SB,0
nat19,398,native,AGB,0
nat29,401,native,LB,1.3318
nat29,401,native,SB,1.0144
nat29,401,native,AGB,2.3462
nat29,401,native,BGB,1.0019
nat26,402,native,LB,0.4254
nat26,402,native,SB,0.3006
nat26,402,native,AGB,0.726
nat26,402,native,BGB,0.1795
nat27,406,native,LB,0.1267
nat27,406,native,SB,0.2226
nat27,406,native,AGB,0.3493
nat27,406,native,BGB,0.0924
nat26,414,native,LB,0.3432
nat26,414,native,SB,0.2713
nat26,414,native,AGB,0.6145
nat26,414,native,BGB,0.1751
nat21,422,native,LB,0.1423
nat21,422,native,SB,0.2676
nat21,422,native,AGB,0.4099
nat21,422,native,BGB,0.2395
nat29,423,native,LB,0.185
nat29,423,native,SB,0.1833
nat29,423,native,AGB,0.3683
nat29,423,native,BGB,0.2188
nat26,424,native,LB,0.2478
nat26,424,native,SB,0.2099
nat26,424,native,AGB,0.4577
nat26,424,native,BGB,0.1799
nat19,430,native,LB,0.1794
nat19,430,native,SB,0.6355
nat19,430,native,AGB,0.8149
nat19,430,native,BGB,0.497
nat25,433,native,LB,1.0127
nat25,433,native,SB,0.6148
nat25,433,native,AGB,1.6275
nat25,433,native,BGB,0.7151
nat20,440,native,SB,0
nat20,440,native,AGB,0
nat20,446,native,LB,0.3922
nat20,446,native,SB,0.3378
nat20,446,native,AGB,0.73
nat20,446,native,BGB,0.2029
nat27,455,native,LB,0.2348
nat27,455,native,SB,0.209
nat27,455,native,AGB,0.4438
nat27,455,native,BGB,0.139
nat19,468,native,SB,0
nat19,468,native,AGB,0
nat26,471,native,LB,0.4338
nat26,471,native,SB,0.4037
nat26,471,native,AGB,0.8375
nat26,471,native,BGB,0.4314
nat20,473,native,LB,0.1276
nat20,473,native,SB,0.496
nat20,473,native,AGB,0.6236
nat20,473,native,BGB,0.3665
nat29,479,native,LB,0.041
nat29,479,native,SB,0.5715
nat29,479,native,AGB,0.6125
nat29,479,native,BGB,0.4341
nat19,482,native,LB,0.597
nat19,482,native,SB,0.5132
nat19,482,native,AGB,1.1102
nat19,482,native,BGB,0.521
nat24,485,native,LB,0.734
nat24,485,native,SB,0.7423
nat24,485,native,AGB,1.4763
nat24,485,native,BGB,0.6724
nat24,489,native,LB,0.5685
nat24,489,native,SB,0.5848
nat24,489,native,AGB,1.1533
nat24,489,native,BGB,0.4527
nat21,500,native,LB,0.6409
nat21,500,native,SB,0.3721
nat21,500,native,AGB,1.013
nat21,500,native,BGB,0.2406
nat23,501,native,LB,0.2259
nat23,501,native,SB,0.2396
nat23,501,native,AGB,0.4655
nat23,501,native,BGB,0.1932
nat22,505,native,LB,0.295
nat22,505,native,SB,0.3455
nat22,505,native,AGB,0.6405
nat22,505,native,BGB,0.4742
nat19,513,native,LB,0.1188
nat19,513,native,SB,0.5599
nat19,513,native,AGB,0.6787
nat19,513,native,BGB,0.4463
nat27,517,native,LB,0.0647
nat27,517,native,SB,0.6973
nat27,517,native,AGB,0.762
nat27,517,native,BGB,0.7012
nat20,519,native,LB,0.5687
nat20,519,native,SB,0.4147
nat20,519,native,AGB,0.9834
nat20,519,native,BGB,0.35
nat25,520,native,LB,0.6856
nat25,520,native,SB,0.6276
nat25,520,native,AGB,1.3132
nat25,520,native,BGB,0.6518
nat26,524,native,LB,0.4963
nat26,524,native,SB,0.482
nat26,524,native,AGB,0.9783
nat26,524,native,BGB,0.3916
nat21,527,native,LB,0.8953
nat21,527,native,SB,0.6205
nat21,527,native,AGB,1.5158
nat21,527,native,BGB,0.6226
nat22,535,native,LB,0.5054
nat22,535,native,SB,0.3972
nat22,535,native,AGB,0.9026
nat22,535,native,BGB,0.4061
nat25,537,native,SB,0
nat25,537,native,AGB,0
nat19,538,native,LB,0.4326
nat19,538,native,SB,0.4252
nat19,538,native,AGB,0.8578
nat19,538,native,BGB,0.5431
nat29,544,native,LB,0.8488
nat29,544,native,SB,0.5312
nat29,544,native,AGB,1.38
nat29,544,native,BGB,0.5698
nat19,557,native,LB,0.3253
nat19,557,native,SB,0.292
nat19,557,native,AGB,0.6173
nat19,557,native,BGB,0.2657
nat26,561,native,LB,1.0763
nat26,561,native,SB,1.0433
nat26,561,native,AGB,2.1196
nat26,561,native,BGB,0.7001
nat29,565,native,LB,0.0323
nat29,565,native,SB,0.848
nat29,565,native,AGB,0.8803
nat29,565,native,BGB,1.1219
nat21,568,native,LB,1.0031
nat21,568,native,SB,0.7176
nat21,568,native,AGB,1.7207
nat21,568,native,BGB,0.6828
nat19,571,native,SB,0
nat19,571,native,AGB,0
nat21,573,native,LB,1.2225
nat21,573,native,SB,1.1082
nat21,573,native,AGB,2.3307
nat21,573,native,BGB,1.343
nat23,575,native,SB,0
nat23,575,native,AGB,0
nat25,582,native,LB,0.1343
nat25,582,native,SB,0.3466
nat25,582,native,AGB,0.4809
nat25,582,native,BGB,0.3704
nat21,589,native,SB,0
nat21,589,native,AGB,0
nat19,596,native,LB,0.3792
nat19,596,native,SB,0.4407
nat19,596,native,AGB,0.8199
nat19,596,native,BGB,0.3306
nat20,605,native,LB,0.4976
nat20,605,native,SB,0.4361
nat20,605,native,AGB,0.9337
nat20,605,native,BGB,0.5114
nat19,606,native,LB,0.5824
nat19,606,native,SB,0.5833
nat19,606,native,AGB,1.1657
nat19,606,native,BGB,0.5265
nat20,608,native,SB,0
nat20,608,native,AGB,0
nat22,609,native,LB,0.6096
nat22,609,native,SB,0.5283
nat22,609,native,AGB,1.1379
nat22,609,native,BGB,0.4114
nat19,611,native,LB,0.4683
nat19,611,native,SB,0.4999
nat19,611,native,AGB,0.9682
nat19,611,native,BGB,0.608
nat25,613,native,LB,0.3904
nat25,613,native,SB,0.3966
nat25,613,native,AGB,0.787
nat25,613,native,BGB,0.3496
nat20,615,native,LB,0.4489
nat20,615,native,SB,0.3951
nat20,615,native,AGB,0.844
nat20,615,native,BGB,0.399
nat19,616,native,LB,0.764
nat19,616,native,SB,0.6509
nat19,616,native,AGB,1.4149
nat19,616,native,BGB,1.0623
nat29,620,native,LB,1.3812
nat29,620,native,SB,0.9013
nat29,620,native,AGB,2.2825
nat29,620,native,BGB,0.8924
nat26,625,native,LB,1.3048
nat26,625,native,SB,0.8563
nat26,625,native,AGB,2.1611
nat26,625,native,BGB,0.9454
nat19,626,native,SB,0
nat19,626,native,AGB,0
nat19,627,native,LB,0.0282
nat19,627,native,SB,0.0583
nat19,627,native,AGB,0.0865
nat19,627,native,BGB,0.0187
nat19,631,native,LB,0.7986
nat19,631,native,SB,0.6375
nat19,631,native,AGB,1.4361
nat19,631,native,BGB,0.5734
nat22,638,native,LB,1.4863
nat22,638,native,SB,1.0724
nat22,638,native,AGB,2.5587
nat22,638,native,BGB,1.1526
nat19,642,native,SB,0
nat19,642,native,AGB,0
nat27,655,native,LB,0.3562
nat27,655,native,SB,0.3446
nat27,655,native,AGB,0.7008
nat27,655,native,BGB,0.3152
nat19,657,native,LB,0.568
nat19,657,native,SB,0.4517
nat19,657,native,AGB,1.0197
nat19,657,native,BGB,0.6077
nat19,659,native,LB,0.5575
nat19,659,native,SB,0.3769
nat19,659,native,AGB,0.9344
nat19,659,native,BGB,0.541
urb17,70,cultivar,LB,0.5615
urb17,70,cultivar,SB,0.4991
urb17,70,cultivar,AGB,1.0606
urb17,70,cultivar,BGB,0.4303
urb17,80,cultivar,LB,0.0817
urb17,80,cultivar,SB,0.111
urb17,80,cultivar,AGB,0.1927
urb17,80,cultivar,BGB,0.0665
urb17,87,cultivar,SB,0
urb17,87,cultivar,AGB,0
urb17,207,cultivar,LB,0.47
urb17,207,cultivar,SB,0.3507
urb17,207,cultivar,AGB,0.8207
urb17,207,cultivar,BGB,0.556
urb17,213,cultivar,LB,0.0816
urb17,213,cultivar,SB,0.1302
urb17,213,cultivar,AGB,0.2118
urb17,213,cultivar,BGB,0.0446
urb17,250,cultivar,LB,0.6651
urb17,250,cultivar,SB,0.4473
urb17,250,cultivar,AGB,1.1124
urb17,250,cultivar,BGB,0.5207
urb17,276,cultivar,LB,0.43
urb17,276,cultivar,SB,0.5149
urb17,276,cultivar,AGB,0.9449
urb17,276,cultivar,BGB,0.2682
urb17,280,cultivar,LB,0.1083
urb17,280,cultivar,SB,0.2133
urb17,280,cultivar,AGB,0.3216
urb17,280,cultivar,BGB,0.0633
urb17,300,cultivar,LB,0.2395
urb17,300,cultivar,SB,0.2513
urb17,300,cultivar,AGB,0.4908
urb17,300,cultivar,BGB,0.1219
urb17,311,cultivar,LB,0.8012
urb17,311,cultivar,SB,0.6051
urb17,311,cultivar,AGB,1.4063
urb17,311,cultivar,BGB,0.6337
urb17,410,cultivar,LB,0.6821
urb17,410,cultivar,SB,0.5883
urb17,410,cultivar,AGB,1.2704
urb17,410,cultivar,BGB,0.416
urb17,546,cultivar,LB,1.1053
urb17,546,cultivar,SB,0.7294
urb17,546,cultivar,AGB,1.8347
urb17,546,cultivar,BGB,0.7385
urb17,570,cultivar,LB,0.6986
urb17,570,cultivar,SB,0.6562
urb17,570,cultivar,AGB,1.3548
urb17,570,cultivar,BGB,0.681
urb17,617,cultivar,LB,1.3477
urb17,617,cultivar,SB,1.2975
urb17,617,cultivar,AGB,2.6452
urb17,617,cultivar,BGB,0.8511
urb17,621,cultivar,LB,0.2117
urb17,621,cultivar,SB,0.2075
urb17,621,cultivar,AGB,0.4192
urb17,621,cultivar,BGB,0.1447
urb17,643,cultivar,SB,0
urb17,643,cultivar,AGB,0
nat30,14,native,LB,0.1486
nat30,14,native,SB,0.1765
nat30,14,native,AGB,0.3251
nat30,14,native,BGB,0.0753
nat32,138,native,LB,0.0791
nat32,138,native,SB,0.0967
nat32,138,native,AGB,0.1758
nat32,138,native,BGB,0.0834
nat32,150,native,SB,0
nat32,150,native,AGB,0
nat32,172,native,SB,0
nat32,172,native,AGB,0
nat32,197,native,LB,0.3306
nat32,197,native,SB,0.297
nat32,197,native,AGB,0.6276
nat32,197,native,BGB,0.2956
nat32,214,native,LB,0.1374
nat32,214,native,SB,0.2603
nat32,214,native,AGB,0.3977
nat32,214,native,BGB,0.1967
nat31,225,native,LB,0.3606
nat31,225,native,SB,0.227
nat31,225,native,AGB,0.5876
nat31,225,native,BGB,0.1765
nat30,236,native,SB,0
nat30,236,native,AGB,0
nat31,279,native,LB,0.3436
nat31,279,native,SB,0.2515
nat31,279,native,AGB,0.5951
nat31,279,native,BGB,0.1342
nat33,297,native,LB,0.0055
nat33,297,native,SB,0.3239
nat33,297,native,AGB,0.3294
nat33,297,native,BGB,0.1727
nat32,303,native,LB,0.3911
nat32,303,native,SB,0.2833
nat32,303,native,AGB,0.6744
nat32,303,native,BGB,0.3757
nat18,326,native,LB,0.3788
nat18,326,native,SB,0.1914
nat18,326,native,AGB,0.5702
nat18,326,native,BGB,0.1488
nat33,352,native,LB,0.5216
nat33,352,native,SB,0.5231
nat33,352,native,AGB,1.0447
nat33,352,native,BGB,0.3985
nat32,360,native,LB,0.7482
nat32,360,native,SB,0.5305
nat32,360,native,AGB,1.2787
nat32,360,native,BGB,0.6342
nat33,365,native,LB,0.792
nat33,365,native,SB,0.5499
nat33,365,native,AGB,1.3419
nat33,365,native,BGB,0.6085
nat32,385,native,LB,0.5538
nat32,385,native,SB,0.3985
nat32,385,native,AGB,0.9523
nat32,385,native,BGB,0.5723
nat30,429,native,LB,0.1513
nat30,429,native,SB,0.1065
nat30,429,native,AGB,0.2578
nat30,429,native,BGB,0.0741
nat30,451,native,LB,0.1985
nat30,451,native,SB,0.1199
nat30,451,native,AGB,0.3184
nat30,451,native,BGB,0.065
nat32,463,native,LB,0.7366
nat32,463,native,SB,0.5271
nat32,463,native,AGB,1.2637
nat32,463,native,BGB,0.5835
nat32,469,native,SB,0
nat32,469,native,AGB,0
nat18,480,native,LB,0.3246
nat18,480,native,SB,0.1777
nat18,480,native,AGB,0.5023
nat18,480,native,BGB,0.1056
nat30,592,native,SB,0
nat30,592,native,AGB,0
nat30,594,native,SB,0
nat30,594,native,AGB,0
nat18,632,native,LB,0.3284
nat18,632,native,SB,0.3262
nat18,632,native,AGB,0.6546
nat18,632,native,BGB,0.2278
nat31,646,native,SB,0
nat31,646,native,AGB,0
nat30,650,native,LB,0.3554
nat30,650,native,SB,0.1882
nat30,650,native,AGB,0.5436
nat30,650,native,BGB,0.2056
nat30,653,native,SB,0
nat30,653,native,AGB,0
urb03,26,cultivar,LB,1.6554
urb03,26,cultivar,SB,1.3616
urb03,26,cultivar,AGB,3.017
urb03,26,cultivar,BGB,1.1196
urb03,51,cultivar,LB,0.5626
urb03,51,cultivar,SB,0.56
urb03,51,cultivar,AGB,1.1226
urb03,51,cultivar,BGB,0.3806
urb03,69,cultivar,LB,0.178
urb03,69,cultivar,SB,0.2439
urb03,69,cultivar,AGB,0.4219
urb03,69,cultivar,BGB,0.0368
urb03,78,cultivar,LB,0.5833
urb03,78,cultivar,SB,0.4186
urb03,78,cultivar,AGB,1.0019
urb03,78,cultivar,BGB,0.3962
urb03,89,cultivar,SB,0
urb03,89,cultivar,AGB,0
urb03,129,cultivar,LB,1.0346
urb03,129,cultivar,SB,0.9679
urb03,129,cultivar,AGB,2.0025
urb03,129,cultivar,BGB,0.7249
urb03,238,cultivar,LB,0.1536
urb03,238,cultivar,SB,0.2401
urb03,238,cultivar,AGB,0.3937
urb03,238,cultivar,BGB,0.283
urb03,239,cultivar,LB,0.9187
urb03,239,cultivar,SB,1.3148
urb03,239,cultivar,AGB,2.2335
urb03,239,cultivar,BGB,1.2786
urb03,287,cultivar,LB,0.6416
urb03,287,cultivar,SB,0.8713
urb03,287,cultivar,AGB,1.5129
urb03,287,cultivar,BGB,0.5425
urb03,357,cultivar,LB,2.1213
urb03,357,cultivar,SB,1.8433
urb03,357,cultivar,AGB,3.9646
urb03,357,cultivar,BGB,1.3002
urb03,421,cultivar,LB,0.6548
urb03,421,cultivar,SB,0.6468
urb03,421,cultivar,AGB,1.3016
urb03,421,cultivar,BGB,0.4813
urb03,425,cultivar,LB,0.3108
urb03,425,cultivar,SB,0.3098
urb03,425,cultivar,AGB,0.6206
urb03,425,cultivar,BGB,0.3168
urb03,426,cultivar,LB,0.4945
urb03,426,cultivar,SB,0.6572
urb03,426,cultivar,AGB,1.1517
urb03,426,cultivar,BGB,0.4169
urb03,435,cultivar,LB,1.2807
urb03,435,cultivar,SB,0.9126
urb03,435,cultivar,AGB,2.1933
urb03,435,cultivar,BGB,0.8371
urb03,438,cultivar,LB,0.0185
urb03,438,cultivar,SB,0.6435
